strategy,phase,completed,ttft_mean_s,ttft_p99_s,tpot_mean_s,tpot_p99_s,e2e_mean_s,e2e_p99_s,peak_kv,peak_waiting,waiting_request_seconds,preemptions_delta
default_fcfs,pre,900,0.1606534786325776,0.21577929148450492,0.023142309774801566,0.027213043626865014,16.232753765278805,70.00923643082379,0.2522123893805309,1.0,38.0,0.0
default_fcfs,burst,200,23.36594453850761,179.70157571573736,0.039030418934723636,0.07395373885080724,402.6547145164432,933.4136538919433,1.0,85.0,8962.0,495.0
default_fcfs,post,900,240.84336171933347,668.1162522158958,0.09593397617526643,0.9680926711618489,291.4231030799345,724.263372653285,1.0,959.0,75319.0,277.0
least_active,pre,900,0.15977752388661934,0.21200773318298158,0.022769234568722145,0.026916659996352028,16.023970531834703,69.65867025698533,0.25486725663716814,1.0,40.0,0.0
least_active,burst,200,29.295070178597236,202.2982329982705,0.038734047515814884,0.0702690278986255,394.27874174059366,713.9634832771588,1.0,92.0,9598.0,328.0
least_active,post,900,222.9266270953334,355.2821407103352,0.19434447739233116,2.479892111996078,297.53033116545737,418.3256304468401,1.0,900.0,69166.0,575.0
token_balance,pre,900,0.16307074473549923,0.21263554169796406,0.023304542490681965,0.027284499540373437,16.221168770929797,64.15040766186075,0.26118836915297095,1.0,36.0,0.0
token_balance,burst,200,23.227771786223165,133.55309987103558,0.039793114609724234,0.06642479741514594,396.50901294992303,641.890241917111,1.0,99.0,9868.0,382.0
token_balance,post,900,285.7738705115041,362.2401833809539,0.13985987073973327,1.1278720869300585,351.4620791997874,429.4670763783343,1.0,946.0,74707.0,332.0
